subject_name,task,robot,trial,success,success_time,disturbance
jane_doe,Bookshelf,PandaWrist,0,True,12.059592247009277,0.3364059792577816
jane_doe,Bookshelf,PandaWrist,1,True,15.455966472625732,0.26902815307643607
jane_doe,Bookshelf,PandaWrist,2,True,9.493205785751343,0.3854599980674676
jane_doe,Bookshelf,PandaWrist,3,True,18.446021795272827,0.19785584359919525
jane_doe,Bookshelf,PandaWrist,4,False,9.789621829986572,0.22152028990449676
jane_doe,Bookshelf,PandaWrist,5,True,10.137569427490234,0.3650695515341206
jane_doe,Bookshelf,PandaSSLIM,0,True,16.919623851776123,0.17959783217083955
jane_doe,Bookshelf,PandaSSLIM,1,True,12.054741382598877,0.0715085758830507
jane_doe,Bookshelf,PandaSSLIM,2,True,20.657758235931396,0.19935836625567618
jane_doe,Bookshelf,PandaSSLIM,3,True,12.512925148010254,0.07217155832793791
jane_doe,Bookshelf,PandaSSLIM,4,True,10.39043378829956,0.07685649712218787
jane_doe,Bookshelf,PandaSSLIM,5,True,13.297313690185547,0.21114971735914964
jane_doe,Bookshelf,Panda,0,True,28.540640115737915,0.5928373273388287
jane_doe,Bookshelf,Panda,1,False,56.998969316482544,0.19999233716745463
jane_doe,Bookshelf,Panda,2,True,20.1401584148407,1.876561317802777
jane_doe,Bookshelf,Panda,3,False,12.125949144363403,0.3847098627437093
jane_doe,Bookshelf,Panda,4,True,15.527162313461304,0.3614395623296469
jane_doe,Bookshelf,Panda,5,True,9.726580619812012,0.35635759219905394
jane_doe,ConstrainedReorient,PandaSSLIM,0,2,18.254762411117554,
jane_doe,ConstrainedReorient,PandaSSLIM,1,2,15.59078860282898,
jane_doe,ConstrainedReorient,PandaSSLIM,2,2,13.609565734863281,
jane_doe,ConstrainedReorient,PandaSSLIM,3,2,14.155691385269165,
jane_doe,ConstrainedReorient,PandaSSLIM,4,2,11.421313285827637,
jane_doe,ConstrainedReorient,PandaWrist,0,2,18.321717262268066,
jane_doe,ConstrainedReorient,PandaWrist,1,0,14.908262491226196,
jane_doe,Bookshelf,PandaWrist,0,False,60.00160193443298,0.0715085758830507
jane_doe,DrawerPick,Panda,1,False,60.00619435310364,
jane_doe,Bookshelf,PandaSSLIM,0,True,23.014060497283936,0.08404078804253798
jane_doe,Bookshelf,PandaSSLIM,1,True,14.358361721038818,0.0715085758830507
jane_doe,Bookshelf,PandaSSLIM,0,True,22.948142290115356,0.0745402688586623
jane_doe,Bookshelf,PandaSSLIM,1,True,19.128132581710815,0.1067412982767181
jane_doe,Bookshelf,PandaSSLIM,0,True,14.093425989151001,0.1527174546951413
jane_doe,Bookshelf,PandaSSLIM,1,True,17.648449182510376,0.08347196623797394
jane_doe,Bookshelf,PandaSSLIM,2,True,16.134288549423218,0.08173691863371296
jane_doe,Bookshelf,PandaSSLIM,3,True,12.692841053009033,0.08194267953645702
jane_doe,Bookshelf,PandaSSLIM,4,True,13.357285976409912,0.17624466788656082
jane_doe,Bookshelf,PandaWrist,0,True,14.51266598701477,0.2260667663931373
jane_doe,Bookshelf,PandaWrist,1,True,25.28939199447632,0.40890152606541535
